Commit SHA,Commit message
ae700bb7462ee1bd4fed3c89441e962f64c89afd,"'Fixes for various MKLDNN unit test failures (#16059)\n\n1. MklLayout pass changes\r\n\r\n   Making workspace type uint8 for MaxPool; Handling duplicate control edge insertion\r\n\r\n   1) Handles case of inserting duplicate control edge (fixing Mkl layout graph\r\n   pass unit test)\r\n   2) Enables uint8 as workspace tensor type (makes consistent with LRN workspace\r\n   handling)\r\n\r\n   Workspace tensor type change is also performed in MaxPool and MaxPoolGrad\r\n   operators.\r\n\r\n2. Handling MklReshape failing case\r\n\r\n   MklReshape was failing on a unit test when Mkl layout and Tensorflow layout for\r\n   input tensors were same, but shape of input tensor and output tensor was\r\n   different. No reorder is required in such case, but reshape is needed. Before\r\n   this fix, we were asserting that reorder is performed.\r\n\r\n3. Adding support for empty input/filter tensors in Convolution backprop operators'"
fa0dd4436f88425639fcd589ce3261249c6499be,'Fixes tensor shape when Eigen path is taken. (#16020)'
551e2fd3c57b17af32078e61fdd13c15b9d70f97,'Fix for compilation error (#15975)'
3f57956725b553d196974c9ad31badeb3eabf8bb,'Update rules_closure to fix bazel version check (#16157)'
44d667dba7e2f2d111d7a0355fb4b58702162991,"'[TF:XLA] Remove workaround for b/37575001.\n\nThe lowering bug has been long fixed, so the workaround of constructing R3s is no longer required.\n\nPiperOrigin-RevId: 182150664'"
786dcb0b3ee719ae44ac23ea6ee878bbb04792cd,"""Disable exceptions in TensorFlow jsoncpp build\n\nThis is necessary to compile with Clang. Since the TF GCP code doesn't have any\ntry/catch statements, this could be a bug fix.\n\nPiperOrigin-RevId: 182143536"""
a830a01d4e688c43433bad20cf5bf682ff125464,'FIX Typo (#16141)\n\n* fix typo'
d875e082819d0f97b01a3efa44328f73c8fd0700,'Fix flakiness of dataset_constructor_op_test and flat_map_dataset_op_test due to\ntimeouts.\n\nPiperOrigin-RevId: 182131168'
c9096fd166a9d7fdb62c6cb747a74edb73630b0c,"""[TF] Fix XLA Control Flow gradient stacks max_size creation.\n\nStack creation uses tf.while_loop's maximum_iterations iff the while_loop\nwas created inside an XLA/TPU context.  Added several error checks to ensure\nthis provides useful error messages if the limited use case is not supported.\n\nPiperOrigin-RevId: 182128135"""
82aa53ec3664f5bbd48fa498901d16ef151164ff,'Adjust setup to fix Tensorboard entrypoint (run_main -> main).\n\nPiperOrigin-RevId: 182119760'
affd9c345affef2c349516d3bf4b20448cb36f8d,'Check for existence of attrs when making a `TFDecorator`.\n\nFixes a bug that arose when the supplied target to `make_decorator` was\na callable that did not have a `__name__` member.\n\nPiperOrigin-RevId: 182119694'
0830ceefcdbd2e5f57e676f72a4abaf8d351bc28,'Improves the eager compatibility with tf.contrib.lookup.\n\nFixes #16160\n\nPiperOrigin-RevId: 182098964'
6e259f0a716c124b16c9a2aaddd3ee6c9edc5db9,'Fixes nccl_ops_test error introduced in CL 181736230.\n\nPiperOrigin-RevId: 182039394'
6cbf156e72ae73415603b06d11ed981295835f65,"""Avoid unloading kernels that haven't been loaded and fix replay_computation to\ndestroy the local client instance.\n\nAdd a user defined move constructor for KernelBase to nullify the parent stream\npointer. This is needed to avoid unloading kernels that haven't been loaded\nwhen the moved-from KernelBase objects are destructed.\n\nAdd a call to ClientLibrary::DestroyLocalInstances to destroy the local client\ninstance used by replay_computation.\n\nPiperOrigin-RevId: 181995818"""
bdb1a5ee6ca8d343a7a03614fb8fbfb653e848cc,'FIxes non-gpu build of gpu target.\n\nPiperOrigin-RevId: 181976155'
619792fae2fbbf4ea01a0956b255a1e9caca05ca,"'Fix potential use-after-free bugs in the worker with DeleteWorkerSession.\n\nPreviously, DeleteWorkerSession was responsible for freeing the\nWorkerSession owned by the SessionMgr. However, it is possible for\nother requests to be in-flight on the same session, and requests from\nthe master to be delivered out of order, which leads to the potential\nfor a request to use a WorkerSession after it has been freed. Revise\nthe SessionMgr interface to handle std::shared_ptr<WorkerSession>\ninstead of raw pointers to avoid this risk.\n\nPiperOrigin-RevId: 181975078'"
07e497b0ad3f0e102e167a50de2b543a4a238fde,'Merge pull request #16130 from ejjeong/master\n\nFix broken python3 build'
5a810ea2b3ff056a8d7dc5eef19c8193ffc0f8f6,'fix comments and code matches (#16071)\n\n* there are two commas lost in the construction of SparseTensor'
85434931af1c14c966022aa90587524ed3d8bd6a,'Fix broken python3 build'
84a70f5906c9537a2df1ad948dbae4e9f55c51b3,'fix typo (#16122)'
2c5667cad1eccf599b8834557a89453222f29e0b,'Merge pull request #15947 from meteorcloudy/fix_conv_ops\n\nWindows: Override /DEIGEN_STRONG_INLINE=inline for //tensorflow/core/kernels:conv_ops'
36b83257287148ddb4aab02c641d1ac9e192a136,'Fix dropout description of CudnnLSTM.\n\nPiperOrigin-RevId: 181814918'
81b91ab1906d166387eaa0ca75223f23194f3825,"""* Fix bug introduced in cl/181043095: We need to update the nodemap when adding control dependencies.\n* Fix a bug in ConstantFolding::AddControlDependency: Don't create the same Identity node after Switch multiple times. Just re-use if it already exists.\n* Make sure that nodes added in rewrites have unique names.\n* A few minor cleanups.\n\nPiperOrigin-RevId: 181798973"""
1fec9d57805b912be3520ecbb41b2e32b0558e19,""" * Enable bfloat16 testing for DynamiscSlice and DynamicUpdateSlice.\n * Make bfloat16's conversion constructors non-explicit, so that bfloat16 is consistent\n     with a built-in type. This was useful in some of the templated tests.\n * Give bfloat16 prefix and suffix operator++ and operator--, making it more like float,\n     which has these. This also came up in a templated test.\n\nPiperOrigin-RevId: 181784644"""
b7fb848b84e927f16efbef427bcd7e9ce1fd2de8,'Fix integer learning phase setting in Keras.\n\nPiperOrigin-RevId: 181777677'
ffa9a32736ad80c9136d10badaddb83a05bd655b,"""fixes _softmax function so that nn.softmax(...) and nn.log_softmax(...) can accept negative axes that aren't -1 as the documentation claims. _swap() was accepting negative indices when math_ops.range() does not accept negative indices\n\nPiperOrigin-RevId: 181771157"""
0b6f2189cf879c89f6d72a27de7800ccea095605,'Fix typo (#16074)\n\n* fix typo'
4476407836c5f0de0b746269af1714a469a09c32,'Fix dropout description of CudnnLSTM.\n\nPiperOrigin-RevId: 181814918'
c7a4059849bf2cc89a457b11d7bf0145b301e123,"""* Fix bug introduced in cl/181043095: We need to update the nodemap when adding control dependencies.\n* Fix a bug in ConstantFolding::AddControlDependency: Don't create the same Identity node after Switch multiple times. Just re-use if it already exists.\n* Make sure that nodes added in rewrites have unique names.\n* A few minor cleanups.\n\nPiperOrigin-RevId: 181798973"""
294d1d5c1915106f3a82a5ac1c723eb0eea90e6c,""" * Enable bfloat16 testing for DynamiscSlice and DynamicUpdateSlice.\n * Make bfloat16's conversion constructors non-explicit, so that bfloat16 is consistent\n     with a built-in type. This was useful in some of the templated tests.\n * Give bfloat16 prefix and suffix operator++ and operator--, making it more like float,\n     which has these. This also came up in a templated test.\n\nPiperOrigin-RevId: 181784644"""
d34b523f8f6af1b44626879729c7c33bfde4170e,'Fixed 3 bugs picked up by the unit tests (#16055)'
e578ee02a871ec897cb92b94434f0c556f05057c,'Fix integer learning phase setting in Keras.\n\nPiperOrigin-RevId: 181777677'
ec804af7d84034868701b428a9f28bf6dd98deb1,"""fixes _softmax function so that nn.softmax(...) and nn.log_softmax(...) can accept negative axes that aren't -1 as the documentation claims. _swap() was accepting negative indices when math_ops.range() does not accept negative indices\n\nPiperOrigin-RevId: 181771157"""
6b325070b28739e9ced68e01a41ecc68cd115e7d,'Small bug fix visualize.\n\nPiperOrigin-RevId: 181765083'
7a69ac427311ed5ca492cae597a629a01ccd6e20,'Formatting fixes\n\nPiperOrigin-RevId: 181748699'
67ff23036e093343a7ea02e17f36f2b02eaae740,'Update Eigen to 14e1418fcf12985861f17131e6de94adb4c7b630.\n\nFixes Eigen TensorFFT precision issues due to twiddle factor calculation via recurrence:\nhttps://bitbucket.org/eigen/eigen/commits/6c74460b39d4c3e2e570dbe9e82497cac3800e57\n\nPiperOrigin-RevId: 181748118'
1cc4ec4c5a08cadae87fa02222c5b5c3e81dedbb,'Merge pull request #16043 from fo40225/fix_C2678\n\nfix C2678 error on VS2017 15.5'
6ee404d17929c613b217400406e7e665010ebf18,'Add support for if conditionals. Fix a bug in the activity analysis.\n\nPiperOrigin-RevId: 181686453'
a5a95752e4bf697e0c3c73d26b3f3fad94e88f32,'Add missing AndroidManifest to TensorFlow Lite Java android library target.\n\nThis is a fix to the below issue:\n#15956\n\nPiperOrigin-RevId: 181679121'
0003892b62cadfa207316ac49ac40ff14d74412e,'Fixes flaky step counting test in dnn_linear_combined_test\n\nPiperOrigin-RevId: 181666917'
1fdf7150e559c04abf61350193ebf4c9dacb017a,'Fixes a tiny typo in the usage message.\n\nPiperOrigin-RevId: 181650869'
f0a3d41b4f07bd62d03e5d7704d90ef3575a0f92,'Fix typo'
4a7bbb54f2841b9c871ac0dc0099ca690d9e1af2,"'Add axis support for `tf.nn.crelu` (#15836)\n\n* Add axis support for tf.nn.crelu\r\n\r\nThis fix tries to address the issue raised in 15619\r\nwhere it was not possible to specify an `axis` for\r\n`tf.nn.crelu`. By default, `axis=-1` was used for concatenation\r\nimplicitly.\r\n\r\nThis fix adds the support of `axis` for tf.nn.crelu,\r\nand adds test cases for it.\r\n\r\nThis fix fixes 15619.\r\n\r\nSigned-off-by: Yong Tang <yong.tang.github@outlook.com>'"
6f16fd2f2d44f7ae6aeb5d41e000f57b32a1a336,'fix C2678 error on VS2017 15.5'
049d8df140035da864194333f444f97f24c6ffb3,"'Use https for `https://github.com/tensorflow/serving` (#16030)\n\n* Use https for `https://github.com/tensorflow/serving`\r\n\r\nIt looks like there are a couple of links in saved_model.md\r\nusing http to point to serving, and the rest are using https\r\nto point to serving, This fix updates to `https` for consistency\r\nand security.\r\n\r\nSigned-off-by: Yong Tang <yong.tang.github@outlook.com>'"
278f579e945853b26e9474f3631fcad544b63b6d,'Merge pull request #16007 from kaspermarstal/master\n\nFix inline if/else statement in CMAKE_CACHE_ARGS'
de4b6bb08033a3f60d855972d02a5a6aba4e76d8,'Adding cuda_config.h to the pip package. (#15961)\n\n* Adding cuda_config headers to our GPU build.\r\n\r\n* Updating the local cuda path for cuda_headers.\r\n\r\n* Removing the cuda_config blacklist.\r\n\r\n* Buildifier fix.\r\n\r\n* Ignoring .so files and manually adding the cuda_config.h file.\r\n\r\n* Fixing the path for the src_dir.\r\n\r\n* One last minor fix for path.\r\n\r\n* Adding brackets.'
993dc86e6355c29dd01d5caae5dccb097eb9784b,'Fix a deadlock condition when session are run in multiple thread and depend on\neach other.\n\nPiperOrigin-RevId: 181563474'
4863b11dde6f44d83d390c0bfdb75f74dac72b2a,'Merge pull request #15993 from taehoonlee/fix_typos\n\nFix typos'
964330c41e0435ea9a1122a64305ca91c82d1367,'Fix for graph execution of gradients_function\n\nShapes were not correctly converted to C types.\n\nPiperOrigin-RevId: 181546120'
4b277703f7ce0f8f0e63bbadd1cb9dd0a8cb1181,"'Fix a bug in updating NodeMap, where the node name without port number should\nhave been used.\n\nPiperOrigin-RevId: 181532901'"
0f68a22758b4333ace28e857ef927354e6aeac09,"'Add --fat_apk_cpu=arm64-v8a for arm64 Android builds\n\nBazel silently uses the wrong build settings for --config=android_arm64 (--cpu=arm64-v8a is not enough), and actually still uses armeabi-v7a in at least some cases. --fat_apk_cpu fixes this.\n\nSee #15581 for more.\n\nPiperOrigin-RevId: 181525260'"
b152f0517f318db6dcd7cfba57d860d2e5eed433,"'Reverted Raspberry Pi Docker files back to Ubuntu 14.04, instead of 16.04, to fix toolchain installation error\n\nPiperOrigin-RevId: 181524891'"
35dface2e1aadbd4bd3b83e00618fda24c89f7d4,'Propagate static shape info in AttentionWrapperState.clone() if possible.\n\nFixes #15737\n\nPiperOrigin-RevId: 181523430'
4c24ab2d0651b048d81c4743b73ac92b5c39d8cc,"'[TF:XLA] Fix infinite loop in HLO data flow analysis.\n\nMerge input values at phi nodes correctly: If a phi operand is the phi itself,\nand the other operands are all the same, then the phi node is redundant.\n\nPiperOrigin-RevId: 181521522'"
39fc480ba07bb3f10126587fff54508bd0974f29,"""Fix bug in the conversion of while loops. The while_loop's initial value needs to use the scope symbols, not their last assigned value.\n\nPiperOrigin-RevId: 181511978"""
d426feef7f92acc70a7e8cd61a17d9eeeae2efc9,'Fix python/framework/subscribe.py and test to work with C API enabled.\n\nPiperOrigin-RevId: 181511142'
3dc58f798660b98a0198b33edefb6f9f2aa7d827,'Attempt to fix #15951\n\nMacOS build fails for missing include of <array>\n\nPiperOrigin-RevId: 181506335'
d2082810c4e6fdcd501fce7abc86e9be4c36cb3a,'Fix flaky training tests. Reenable the tests.\n\nPiperOrigin-RevId: 181505090'
82b1e8eee8847730026379e3a5762c0e09d6fd36,"'Modify `_parse_bazel_version` to return a tuple of ints rather than a tuple of strings. (#16015)\n\nBazel is updating its version to 0.10.0, and this will break the version check. Applying suggested fix in https://github.com/bazelbuild/bazel/issues/4425.'"
83fd1cbd35f7d07e9a3df1995936cd2056c518cb,"'Relax text comparison for numpy formatting of arrays\n\n* Previously, strong assumptions were made about how numpy.ndarrays\n  are formatted as strings. This led to breakages due to certain\n  unclear changes in numpy or its dependencies. This CL relaxes the\n  assumption and fix the affected tests for tfdbg and eager.\n* The tests in tensor_format_test.py are simplified through helper\n  methods.\n\nPiperOrigin-RevId: 181494182'"
fc66e35539fa4de98baf065b71328b185fb1a2bb,'1) Bug fix: reuse discriminator_scope when re-applying discriminator_fn.\n2) Bug fix: explicitly set tensor pool output_values shape.\n\nPiperOrigin-RevId: 181467812'
2676a89302382682328daf4467e38d3f47d03245,"'Fix inline if/else statement in CMAKE_CACHE_ARGS\n\nAn if/else statement was given inline as an argument to\nCMAKE_CACHE_ARGS for some CMake external projects. This\nresulted in the following init cache entries on some systems:\n\n  set(CMAKE_POSITION_INDEPENDENT_CODE ""ON;if;(;tensorflow_\n  \tENABLE_POSITION_INDEPENDENT_CODE;);else;(;)""\n  \tCACHE BOOL ""Initial cache"" FORCE)\n  set(CMAKE_POSITION_INDEPENDENT_CODE ""OFF;endif;(;)"" CACHE\n  \tBOOL ""Initial cache"" FORCE)\n\nThis commit changes the inline if/else argument to\n-DCMAKE_POSITION_INDEPENDENT_CODE:BOOL=\n${tensorflow_ENABLE_POSITION_INDEPENDENT_CODE} which\nis functionality equivalent.'"
ab242bf6eee6fa5fd4af01d40c884f228076dbef,'Fix typos'
68cb86ed592d714beabf71402322c9de0e611a69,"'Implement `tf.data.Iterator` methods and properties in  `tf.contrib.eager.Iterator`.\n\nAlso fixes `tf.contrib.eager.Iterator` so that it can work with\ndatasets containing `tf.SparseTensor` components.\n\nThis change allows you to use the `get_next()` method, `output_types`\nproperty, `output_shapes` property, and `output_classes` property from\n`tf.data.Iterator` when constructing a `tf.contrib.eager.Iterator`;\nand therefore makes it easier to write code that operates on an\n`Iterator` in both eager and graph mode.\n\nPiperOrigin-RevId: 181350797'"
fe613b051b5732f06af586f7b4f0ca28121f1ecc,'Fix type attribute name for Cast.\n\nPiperOrigin-RevId: 181348431'
611f18f179e8f0a3b5df59477b4bc1d92fd3a7a4,'Fix _warmstart_var_with_vocab to truly accept either a checkpoint dir or a direct path to checkpoint files.\n\nPiperOrigin-RevId: 181341437'
9fcaafd4a9fe6f5868c875749b85c4641c217350,'Fix typo in ValueError string.\n\nPiperOrigin-RevId: 181340112'
14fa431da0b7fd69ccf7bf4a60172a5745c1773c,"""Don't pass '-no-canonical-prefixes' when collecting builtin includes.\n\nIt matches the way bazel's autoconf works and seems to be the right thing to\ndo.\nThis change should fix #14380.\n\nPiperOrigin-RevId: 181305871"""
db47fa9c92f5e8242038021fff0545d0f705802a,'Override /DEIGEN_STRONG_INLINE=inline for //tensorflow/core/kernels:conv_ops\n\nThis change reduces the Windows building time by more than 15 minutes\n\nFix https://github.com/tensorflow/tensorflow/issues/10521'
e6e31d0c2a118348c76306bcaba50b943f239c9a,"""[XLA:Tool] Fix an error message in the Hlo parser: should report unexpected subattribute's location correctly.\n\nPiperOrigin-RevId: 181265992"""
ac3560e16e58c8f5ea94f736b99bb60ed46fa885,'Fix typo in comment TFE_Execute\n\nPiperOrigin-RevId: 181260751'
bd72021bd1223ac42b1010e6599b2528a18dc33c,'[XLA] Fix spelling in error message; NFC\n\nPiperOrigin-RevId: 181256065'
caa2a1b856d1080cfec26b6ab5756aa49114597e,"""Fix the threading model of gradient tapes.\n\nThe set of tapes needs to be global to enable multithreaded programming\n(when it's natural for tensors to cross threads during reduction operations)\nbut each thread still needs to be able to locally pause recording while\nit does gradient-related bookkeeping (like custom gradients or initialization).\n\nAlso removes a mutex from the thread-local structure since it's unnecessary\nas we're always holding the GIL while calling across the python-c boundary\nunless we explicitly release it.\n\nPiperOrigin-RevId: 181246570"""
e523d9370ce36e50ba64f9dd1260eaddbbb8244e,'Fixes the TF Lite Makefile so that it correctly adds flags to link with the dl\nlib on Linux.  This matches the configuration in the contrib/makefile/Makefile.\n\nPiperOrigin-RevId: 181239691'
ee6ba1e05d55077b4f2d304650d8219459343c76,'Fix sample_benchmark target path in documentation.\n\nPiperOrigin-RevId: 181232554'
b14b3c4f76340192af3870b42014b31eec41c5f2,"""Fix bug in template_test's test_nested_templates method.\n\nPiperOrigin-RevId: 181230269"""
f935004b0e0a86a3e36ee9b15530e788de8a1e74,'Remove third_party/ prefixes.\nCloses #15674.\n\nPiperOrigin-RevId: 181225180'
7007b43d5764fbd182afb4ea6c7aa278e5aacd09,'Disable all failing tests to fix TF opensource tests.\n\nPiperOrigin-RevId: 181212111'
201982013046116767545cda18137b38abb39468,'toco: Fix missing check for buffer in ResizeBilinear.\n\nPiperOrigin-RevId: 181209975'
c7231c2f10a96b43bdb1e605dd7b1a5a0d8c1f0e,'Use suffix instead of prefix for nodes added by layout optimizer so that\ntensorboard graph organization is preserved.\n\nPiperOrigin-RevId: 181192261'
c1ca5e758d52c6688139a537379841e624a6e495,"""Fix tensorflow::CurrentStackTrace when TF_GENERATE_BACKTRACE isn't defined (#15944)"""
4b3fec75d44c1aad2bcf02f6155b8e141a42fdcf,"'minor fixes to new ""low_level_intro""\n\nPiperOrigin-RevId: 181172455'"
a77096897f1a8068ca8f57ffb6e3d9e28508cc27,'Update docs for `concat` in case `axis < 0` (#15917)\n\n* Update docs for `concat` in case `axis < 0`\r\n\r\nThis fix tries to address the issue raised in 15905\r\nwhere the documentation does not cover the case of `axis < 0`\r\nfor `tf.concat`.\r\n\r\nThis fix fixes 15905.\r\n\r\nSigned-off-by: Yong Tang <yong.tang.github@outlook.com>\r\n\r\n* Update docs for tf.concat\r\n\r\nSigned-off-by: Yong Tang <yong.tang.github@outlook.com>'
32d138db751c541e951d1958cac4918214e9644e,"'Add `FunctionLibraryRuntime::InstantiateOptions` struct (take 2).\n\nThis new struct allows optional arguments to be passed to the\n`FunctionLibraryRuntime::Instantiate()` API. The new struct is now\nused to configure the target device for a function instantiation\n(instead of an attr).\n\nThis version fixes an issue in the previous attempt whereby identical\nfunctions instantiated on different devices in the same task would be\ncanonicalized to the same key and hence receive the same handle in the\nProcFLR, but they would only be instantiated locally in one per-device\nFLR. The fix ensures that the device name is part of the canonicalized\nform. A test is added to function_test.py that failed with the old\nversion and passed in the new version.\nEND_PUBLIC\n\nBEGIN_PUBLIC\nAutomated g4 rollback of changelist 180979141\n\nPiperOrigin-RevId: 181003413'"
93f2998add91f9c7a53b1fcd13ab6d43e4397297,"""Make CUDNN RNN compatible with eager execution's kernel caching.\n\nAllows multiple CUDNN RNN calls with different shapes to share the same kernel.\n\nAdds an input_shape-keyed scratch space cache to the kernel. This also fixes shape errors when a CUDNN RNN kernel was presented with multiple shapes during graph execution (e.g. from a while_loop).\n\nFixes #15752.\n\nPiperOrigin-RevId: 180998667"""
26d47657064105b1a05a3f3e8c803819efcd159d,"'Use https for `www.tensorflow.org` (#15895)\n\n* Use https for `www.tensorflow.org`\r\n\r\nThis fix uses `https://www.tensorflow.org` for `www.tensorflow.org`,\r\nfor the purpose of increased security and consistency with\r\nthe rest of the documentations.\r\n\r\nSigned-off-by: Yong Tang <yong.tang.github@outlook.com>'"
